gene	target_id	sample_group	rows	unique_samples	good_samples	median_percent_covered	median_mean_depth	max_mean_depth
nodS	nodS|NC_002678|NC_002678_-_Symbiosis_Island_4|ref219	No	366	366	0	0.0000	0.0000	1484.1419
nodS	nodS|NC_002678|NC_002678_-_Symbiosis_Island_4|ref219	Rh	372	372	0	0.0000	0.0000	791.6271
nodS	nodS|NC_002678|NC_002678_-_Symbiosis_Island_4|ref219	Ro	366	366	0	0.0000	0.0000	2701.2657
nodS	nodS|NC_014120|NC_014120_-_Symbiosis_Island_4|ref220	BLAN	12	12	0	0.0000	0.0000	0.1887
nodS	nodS|NC_014120|NC_014120_-_Symbiosis_Island_4|ref220	No	366	366	0	0.0000	0.0000	307.3679
nodS	nodS|NC_014120|NC_014120_-_Symbiosis_Island_4|ref220	Rh	372	372	0	0.0000	0.0000	86.2720
nodS	nodS|NC_014120|NC_014120_-_Symbiosis_Island_4|ref220	Ro	366	366	0	0.0000	0.0000	69.4921
nodS	nodS|NC_017249|NC_017249_-_Symbiosis_Island_2|ref221	BLAN	12	12	5	94.7619	9.5317	6717.0190
nodS	nodS|NC_017249|NC_017249_-_Symbiosis_Island_2|ref221	No	366	366	71	54.0476	2.4651	7905.8952
nodS	nodS|NC_017249|NC_017249_-_Symbiosis_Island_2|ref221	Rh	372	372	36	29.1270	0.8230	7097.6651
nodS	nodS|NC_017249|NC_017249_-_Symbiosis_Island_2|ref221	Ro	366	366	28	40.7143	0.9707	5942.4968
nodU	nodU|CU633751|CU633751_-_Symbiosis_Island|ref222	BLAN	12	12	0	0.5517	0.0111	0.2108
nodU	nodU|CU633751|CU633751_-_Symbiosis_Island|ref222	No	366	366	15	1.9744	0.0726	7940.4849
nodU	nodU|CU633751|CU633751_-_Symbiosis_Island|ref222	Rh	372	372	8	0.0000	0.0000	442.5430
nodU	nodU|CU633751|CU633751_-_Symbiosis_Island|ref222	Ro	366	366	10	0.0000	0.0000	5392.2654
nodU	nodU|NC_009937|NC_009937_-_Symbiosis_Island|ref223	BLAN	12	12	0	0.4159	0.0452	0.4367
nodU	nodU|NC_009937|NC_009937_-_Symbiosis_Island|ref223	No	366	366	0	0.0000	0.0000	105.0475
nodU	nodU|NC_009937|NC_009937_-_Symbiosis_Island|ref223	Rh	372	372	0	1.1289	0.0499	8.7784
nodU	nodU|NC_009937|NC_009937_-_Symbiosis_Island|ref223	Ro	366	366	0	0.0000	0.0000	50.9923
nodU	nodU|NC_014120|NC_014120_-_Symbiosis_Island_4|ref224	BLAN	12	12	0	2.3483	0.0948	1.7245
nodU	nodU|NC_014120|NC_014120_-_Symbiosis_Island_4|ref224	No	366	366	0	4.0092	0.4422	2056.7509
nodU	nodU|NC_014120|NC_014120_-_Symbiosis_Island_4|ref224	Rh	372	372	0	1.9760	0.0839	283.9296
nodU	nodU|NC_014120|NC_014120_-_Symbiosis_Island_4|ref224	Ro	366	366	0	1.7182	0.0704	1226.8814
nodU	nodU|NC_017249|NC_017249_-_Symbiosis_Island_2|ref225	BLAN	12	12	6	94.2105	44.5757	7010.9696
nodU	nodU|NC_017249|NC_017249_-_Symbiosis_Island_2|ref225	No	366	366	156	83.0994	23.1825	7925.5795
nodU	nodU|NC_017249|NC_017249_-_Symbiosis_Island_2|ref225	Rh	372	372	62	61.8713	3.2017	7441.7561
nodU	nodU|NC_017249|NC_017249_-_Symbiosis_Island_2|ref225	Ro	366	366	66	67.6024	3.3579	6138.8737
nodU	nodU|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref226	BLAN	12	12	0	2.4226	0.2399	14.3894
nodU	nodU|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref226	No	366	366	0	2.0432	0.1109	283.8879
nodU	nodU|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref226	Rh	372	372	0	1.1092	0.0887	194.9305
nodU	nodU|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island|ref226	Ro	366	366	0	1.1092	0.0245	237.0625
nodX	nodX|NC_012848|NC_012848_-_nodX_CDS|ref227	BLAN	12	12	10	100.0000	40.1739	7934.0779
nodX	nodX|NC_012848|NC_012848_-_nodX_CDS|ref227	No	366	366	12	0.0000	0.0000	7865.1431
nodX	nodX|NC_012848|NC_012848_-_nodX_CDS|ref227	Rh	372	372	16	0.0000	0.0000	2540.4764
nodX	nodX|NC_012848|NC_012848_-_nodX_CDS|ref227	Ro	366	366	13	0.0000	0.0000	710.8442
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref228	BLAN	12	12	0	0.0000	0.0000	5.6818
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref228	No	366	366	0	0.0000	0.0000	768.6354
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref228	Rh	372	372	0	0.0000	0.0000	59.3040
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref228	Ro	366	366	0	0.0000	0.0000	734.8737
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref229	BLAN	12	12	0	0.0000	0.0000	0.0000
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref229	No	366	366	0	0.0000	0.0000	10.3514
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref229	Rh	372	372	0	0.0000	0.0000	24.8378
nodZ	nodZ|NC_002678|NC_002678_-_nodulation_protein_NodZ_CDS|ref229	Ro	366	366	0	0.0000	0.0000	3.9640
nodZ	nodZ|NC_009937|NC_009937_-_Symbiosis_Island|ref230	BLAN	12	12	0	1.9756	0.1641	6.4863
nodZ	nodZ|NC_009937|NC_009937_-_Symbiosis_Island|ref230	No	366	366	0	1.9250	0.0385	20.7508
nodZ	nodZ|NC_009937|NC_009937_-_Symbiosis_Island|ref230	Rh	372	372	0	1.9250	0.1925	14.2462
nodZ	nodZ|NC_009937|NC_009937_-_Symbiosis_Island|ref230	Ro	366	366	0	0.0000	0.0000	12.2675
nodZ	nodZ|NC_017249|NC_017249_-_Symbiosis_Island_2|ref231	BLAN	12	12	4	82.3450	6.0741	6007.7053
nodZ	nodZ|NC_017249|NC_017249_-_Symbiosis_Island_2|ref231	No	366	366	119	78.6613	9.1905	7941.6137
nodZ	nodZ|NC_017249|NC_017249_-_Symbiosis_Island_2|ref231	Rh	372	372	45	52.9200	1.7278	7288.0584
nodZ	nodZ|NC_017249|NC_017249_-_Symbiosis_Island_2|ref231	Ro	366	366	51	57.4124	2.0122	4881.2264
