sample	site	sample_type	in_metadata_exact	match_status	metadata_sample_norm_match	n_norm_matches
DSNY-51-2-Ro	DSNY	Ro	yes	exact_match	DSNY-51-2-Ro	1
DSNY-51-2-No	DSNY	No	yes	exact_match	DSNY-51-2-No	1
DSNY-5-1-No	DSNY	No	yes	exact_match	DSNY-5-1-No	1
DSNY-5-1-Rh	DSNY	Rh	yes	exact_match	DSNY-5-1-Rh	1
DSNY-5-1-Ro	DSNY	Ro	yes	exact_match	DSNY-5-1-Ro	1
DSNY-52-1-Rh	DSNY	Rh	yes	exact_match	DSNY-52-1-Rh	1
DSNY-52-1-Ro	DSNY	Ro	yes	exact_match	DSNY-52-1-Ro	1
DSNY-52-1-No	DSNY	No	yes	exact_match	DSNY-52-1-No	1
DSNY-53-1-Rh	DSNY	Rh	yes	exact_match	DSNY-53-1-Rh	1
DSNY-53-1-Ro	DSNY	Ro	yes	exact_match	DSNY-53-1-Ro	1
DSNY-53-1-No	DSNY	No	yes	exact_match	DSNY-53-1-No	1
DSNY-54-1-Rh	DSNY	Rh	yes	exact_match	DSNY-54-1-Rh	1
DSNY-54-1-Ro	DSNY	Ro	yes	exact_match	DSNY-54-1-Ro	1
DSNY-54-1-No	DSNY	No	yes	exact_match	DSNY-54-1-No	1
DSNY-56-1-Rh	DSNY	Rh	yes	exact_match	DSNY-56-1-Rh	1
DSNY-56-1-No	DSNY	No	yes	exact_match	DSNY-56-1-No	1
DSNY-56-1-Ro	DSNY	Ro	yes	exact_match	DSNY-56-1-Ro	1
DSNY-57-1-Ro	DSNY	Ro	yes	exact_match	DSNY-57-1-Ro	1
DSNY-57-1-Rh	DSNY	Rh	yes	exact_match	DSNY-57-1-Rh	1
DSNY-57-No	DSNY	No	yes	exact_match	DSNY-57-No	1
DSNY-58-Rh	DSNY	Rh	yes	exact_match	DSNY-58-Rh	1
DSNY-58-No	DSNY	No	yes	exact_match	DSNY-58-No	1
DSNY-59-Rh	DSNY	Rh	yes	exact_match	DSNY-59-Rh	1
DSNY-59-No	DSNY	No	yes	exact_match	DSNY-59-No	1
DSNY-61-4-Rh	DSNY	Rh	yes	exact_match	DSNY-61-4-Rh	1
DSNY-61-4-Ro	DSNY	Ro	yes	exact_match	DSNY-61-4-Ro	1
DSNY-59-Ro	DSNY	Ro	yes	exact_match	DSNY-59-Ro	1
DSNY-6-2-Rh	DSNY	Rh	yes	exact_match	DSNY-6-2-Rh	1
DSNY-6-2-Ro	DSNY	Ro	yes	exact_match	DSNY-6-2-Ro	1
DSNY-6-2-No	DSNY	No	yes	exact_match	DSNY-6-2-No	1
DSNY-63-Rh	DSNY	Rh	yes	exact_match	DSNY-63-Rh	1
DSNY-63-Ro	DSNY	Ro	yes	exact_match	DSNY-63-Ro	1
DSNY-63-No	DSNY	No	yes	exact_match	DSNY-63-No	1
DSNY-64-2-Rh	DSNY	Rh	yes	exact_match	DSNY-64-2-Rh	1
DSNY-64-2-Ro	DSNY	Ro	yes	exact_match	DSNY-64-2-Ro	1
DSNY-65-1-No	DSNY	No	yes	exact_match	DSNY-65-1-No	1
DSNY-64-2-No	DSNY	No	yes	exact_match	DSNY-64-2-No	1
DSNY-65-1-Ro	DSNY	Ro	yes	exact_match	DSNY-65-1-Ro	1
DSNY-65-1-Rh	DSNY	Rh	yes	exact_match	DSNY-65-1-Rh	1
DSNY-66-1-Rh	DSNY	Rh	yes	exact_match	DSNY-66-1-Rh	1
DSNY-66-1-Ro	DSNY	Ro	yes	exact_match	DSNY-66-1-Ro	1
DSNY-66-1-No	DSNY	No	yes	exact_match	DSNY-66-1-No	1
DSNY-67-3-Rh	DSNY	Rh	yes	exact_match	DSNY-67-3-Rh	1
DSNY-67-3-Ro	DSNY	Ro	yes	exact_match	DSNY-67-3-Ro	1
DSNY-67-3-No	DSNY	No	yes	exact_match	DSNY-67-3-No	1
DSNY-68-1-Rh	DSNY	Rh	yes	exact_match	DSNY-68-1-Rh	1
DSNY-68-1-No	DSNY	No	yes	exact_match	DSNY-68-1-No	1
DSNY-68-1-Ro	DSNY	Ro	yes	exact_match	DSNY-68-1-Ro	1
DSNY-69-1-Rh	DSNY	Rh	yes	exact_match	DSNY-69-1-Rh	1
DSNY-69-1-Ro	DSNY	Ro	yes	exact_match	DSNY-69-1-Ro	1
DSNY-70-1-No	DSNY	No	yes	exact_match	DSNY-70-1-No	1
DSNY-70-1-Rh	DSNY	Rh	yes	exact_match	DSNY-70-1-Rh	1
DSNY-70-1-Ro	DSNY	Ro	yes	exact_match	DSNY-70-1-Ro	1
DSNY-69-1-No	DSNY	No	yes	exact_match	DSNY-69-1-No	1
DSNY-71-1-No	DSNY	No	yes	exact_match	DSNY-71-1-No	1
DSNY-71-1-Ro	DSNY	Ro	yes	exact_match	DSNY-71-1-Ro	1
DSNY-71-1-Rh	DSNY	Rh	yes	exact_match	DSNY-71-1-Rh	1
DSNY-7-1-Rh	DSNY	Rh	yes	exact_match	DSNY-7-1-Rh	1
DSNY-7-1-Ro	DSNY	Ro	yes	exact_match	DSNY-7-1-Ro	1
DSNY-7-1-No	DSNY	No	yes	exact_match	DSNY-7-1-No	1
DSNY-72-1-No	DSNY	No	yes	exact_match	DSNY-72-1-No	1
DSNY-72-1-Rh	DSNY	Rh	yes	exact_match	DSNY-72-1-Rh	1
DSNY-72-1-Ro	DSNY	Ro	yes	exact_match	DSNY-72-1-Ro	1
DSNY-74-1-Rh	DSNY	Rh	yes	exact_match	DSNY-74-1-Rh	1
DSNY-74-1-Ro	DSNY	Ro	yes	exact_match	DSNY-74-1-Ro	1
DSNY-75-1-No	DSNY	No	yes	exact_match	DSNY-75-1-No	1
DSNY-75-1-Rh	DSNY	Rh	yes	exact_match	DSNY-75-1-Rh	1
DSNY-75-1-Ro	DSNY	Ro	yes	exact_match	DSNY-75-1-Ro	1
DSNY-74-1-No	DSNY	No	yes	exact_match	DSNY-74-1-No	1
DSNY-76-1-Rh	DSNY	Rh	yes	exact_match	DSNY-76-1-Rh	1
DSNY-76-1-No	DSNY	No	yes	exact_match	DSNY-76-1-No	1
DSNY-77-3-No	DSNY	No	yes	exact_match	DSNY-77-3-No	1
DSNY-77-3-Rh	DSNY	Rh	yes	exact_match	DSNY-77-3-Rh	1
DSNY-77-3-Ro	DSNY	Ro	yes	exact_match	DSNY-77-3-Ro	1
DSNY-76-1-Ro	DSNY	Ro	yes	exact_match	DSNY-76-1-Ro	1
DSNY-78-1-Rh	DSNY	Rh	yes	exact_match	DSNY-78-1-Rh	1
DSNY-78-1-Ro	DSNY	Ro	yes	exact_match	DSNY-78-1-Ro	1
DSNY-78-1-No	DSNY	No	yes	exact_match	DSNY-78-1-No	1
DSNY-79-1-Rh	DSNY	Rh	yes	exact_match	DSNY-79-1-Rh	1
DSNY-79-1-Ro	DSNY	Ro	yes	exact_match	DSNY-79-1-Ro	1
DSNY-79-1-No	DSNY	No	yes	exact_match	DSNY-79-1-No	1
DSNY-80-1-Rh	DSNY	Rh	yes	exact_match	DSNY-80-1-Rh	1
DSNY-80-1-Ro	DSNY	Ro	yes	exact_match	DSNY-80-1-Ro	1
DSNY-80-1-No	DSNY	No	yes	exact_match	DSNY-80-1-No	1
DSNY-81-1-Rh	DSNY	Rh	yes	exact_match	DSNY-81-1-Rh	1
DSNY-81-1-Ro	DSNY	Ro	yes	exact_match	DSNY-81-1-Ro	1
DSNY-8-1-No	DSNY	No	yes	exact_match	DSNY-8-1-No	1
DSNY-8-1-Rh	DSNY	Rh	yes	exact_match	DSNY-8-1-Rh	1
DSNY-8-1-Ro	DSNY	Ro	yes	exact_match	DSNY-8-1-Ro	1
DSNY-82-3-No	DSNY	No	yes	exact_match	DSNY-82-3-No	1
DSNY-82-3-Rh	DSNY	Rh	yes	exact_match	DSNY-82-3-Rh	1
DSNY-82-3-Ro	DSNY	Ro	yes	exact_match	DSNY-82-3-Ro	1
DSNY-81-1-No	DSNY	No	yes	exact_match	DSNY-81-1-No	1
DSNY-83-1-Rh	DSNY	Rh	yes	exact_match	DSNY-83-1-Rh	1
DSNY-83-1-Ro	DSNY	Ro	yes	exact_match	DSNY-83-1-Ro	1
DSNY-83-2-No	DSNY	No	yes	exact_match	DSNY-83-2-No	1
DSNY-83-2-Rh	DSNY	Rh	yes	exact_match	DSNY-83-2-Rh	1
DSNY-83-2-Ro	DSNY	Ro	yes	exact_match	DSNY-83-2-Ro	1
DSNY-83-1-No	DSNY	No	yes	exact_match	DSNY-83-1-No	1
DSNY-83-3-Rh	DSNY	Rh	yes	exact_match	DSNY-83-3-Rh	1
DSNY-83-3-Ro	DSNY	Ro	yes	exact_match	DSNY-83-3-Ro	1
DSNY-83-4-Rh	DSNY	Rh	yes	exact_match	DSNY-83-4-Rh	1
DSNY-83-4-Ro	DSNY	Ro	yes	exact_match	DSNY-83-4-Ro	1
DSNY-83-5-No	DSNY	No	yes	exact_match	DSNY-83-5-No	1
DSNY-83-5-Rh	DSNY	Rh	yes	exact_match	DSNY-83-5-Rh	1
DSNY-83-5-Ro	DSNY	Ro	yes	exact_match	DSNY-83-5-Ro	1
DSNY-84-2-No	DSNY	No	yes	exact_match	DSNY-84-2-No	1
DSNY-84-2-Rh	DSNY	Rh	yes	exact_match	DSNY-84-2-Rh	1
DSNY-84-2-Ro	DSNY	Ro	yes	exact_match	DSNY-84-2-Ro	1
DSNY-83-3-No	DSNY	No	yes	exact_match	DSNY-83-3-No	1
DSNY-85-1-Rh	DSNY	Rh	yes	exact_match	DSNY-85-1-Rh	1
DSNY-85-1-Ro	DSNY	Ro	yes	exact_match	DSNY-85-1-Ro	1
DSNY-86-1-No	DSNY	No	yes	exact_match	DSNY-86-1-No	1
DSNY-86-1-Rh	DSNY	Rh	yes	exact_match	DSNY-86-1-Rh	1
DSNY-86-1-Ro	DSNY	Ro	yes	exact_match	DSNY-86-1-Ro	1
DSNY-87-1-No	DSNY	No	yes	exact_match	DSNY-87-1-No	1
DSNY-85-1-No	DSNY	No	yes	exact_match	DSNY-85-1-No	1
DSNY-87-1-Rh	DSNY	Rh	yes	exact_match	DSNY-87-1-Rh	1
DSNY-87-1-Ro	DSNY	Ro	yes	exact_match	DSNY-87-1-Ro	1
DSNY-88-1-Rh	DSNY	Rh	yes	exact_match	DSNY-88-1-Rh	1
DSNY-88-1-No	DSNY	No	yes	exact_match	DSNY-88-1-No	1
DSNY-88-1-Ro	DSNY	Ro	yes	exact_match	DSNY-88-1-Ro	1
DSNY-89-Rh	DSNY	Rh	yes	exact_match	DSNY-89-Rh	1
DSNY-89-Ro	DSNY	Ro	yes	exact_match	DSNY-89-Ro	1
DSNY-90-No	DSNY	No	yes	exact_match	DSNY-90-No	1
DSNY-89-No	DSNY	No	yes	exact_match	DSNY-89-No	1
DSNY-90-Rh	DSNY	Rh	yes	exact_match	DSNY-90-Rh	1
DSNY-90-Ro	DSNY	Ro	yes	exact_match	DSNY-90-Ro	1
DSNY-91-1-Rh	DSNY	Rh	yes	exact_match	DSNY-91-1-Rh	1
DSNY-91-1-Ro	DSNY	Ro	yes	exact_match	DSNY-91-1-Ro	1
DSNY-92-1-No	DSNY	No	yes	exact_match	DSNY-92-1-No	1
DSNY-92-1-Rh	DSNY	Rh	yes	exact_match	DSNY-92-1-Rh	1
DSNY-92-1-Ro	DSNY	Ro	yes	exact_match	DSNY-92-1-Ro	1
DSNY-95-No	DSNY	No	yes	exact_match	DSNY-95-No	1
DSNY-95-Rh	DSNY	Rh	yes	exact_match	DSNY-95-Rh	1
DSNY-95-Ro	DSNY	Ro	yes	exact_match	DSNY-95-Ro	1
DSNY-96-2-No	DSNY	No	yes	exact_match	DSNY-96-2-No	1
DSNY-96-2-Rh	DSNY	Rh	yes	exact_match	DSNY-96-2-Rh	1
DSNY-96-2-Ro	DSNY	Ro	yes	exact_match	DSNY-96-2-Ro	1
DSNY-98-4-No	DSNY	No	yes	exact_match	DSNY-98-4-No	1
DSNY-98-4-Rh	DSNY	Rh	yes	exact_match	DSNY-98-4-Rh	1
DSNY-98-4-Ro	DSNY	Ro	yes	exact_match	DSNY-98-4-Ro	1
DSNY-91-1-No	DSNY	No	yes	exact_match	DSNY-91-1-No	1
DSNY-99-Rh	DSNY	Rh	yes	exact_match	DSNY-99-Rh	1
DSNY-99-Ro	DSNY	Ro	yes	exact_match	DSNY-99-Ro	1
DSNY-99-No	DSNY	No	yes	exact_match	DSNY-99-No	1
DSNY-CLFR-60-No	DSNY	No	yes	exact_match	DSNY-CLFR-60-No	1
DSNY-CLFR-60-Ro	DSNY	Ro	yes	exact_match	DSNY-CLFR-60-Ro	1
DSNY-CLFR-60-Rh	DSNY	Rh	yes	exact_match	DSNY-CLFR-60-Rh	1
DSNY-CRMA-33-1-Rh	DSNY	Rh	yes	exact_match	DSNY-CRMA-33-1-Rh	1
DSNY-CRMA-33-1-No	DSNY	No	yes	exact_match	DSNY-CRMA-33-1-No	1
DSNY-CRMA-33-1-Ro	DSNY	Ro	yes	exact_match	DSNY-CRMA-33-1-Ro	1
DSNY-CRMA-35-1-Rh	DSNY	Rh	yes	exact_match	DSNY-CRMA-35-1-Rh	1
DSNY-CRMA-35-1-Ro	DSNY	Ro	yes	exact_match	DSNY-CRMA-35-1-Ro	1
DSNY-GAEL-33-1-No	DSNY	No	yes	exact_match	DSNY-GAEL-33-1-No	1
DSNY-GAEL-33-1-Rh	DSNY	Rh	yes	exact_match	DSNY-GAEL-33-1-Rh	1
DSNY-GAEL-33-1-Ro	DSNY	Ro	yes	exact_match	DSNY-GAEL-33-1-Ro	1
DSNY-GARE-35-1-No	DSNY	No	yes	exact_match	DSNY-GARE-35-1-No	1
DSNY-GARE-35-1-Rh	DSNY	Rh	yes	exact_match	DSNY-GARE-35-1-Rh	1
DSNY-CRMA-35-1-No	DSNY	No	yes	exact_match	DSNY-CRMA-35-1-No	1
DSNY-GARE-35-1-Ro	DSNY	Ro	yes	exact_match	DSNY-GARE-35-1-Ro	1
DSNY-SEHE-60-Rh	DSNY	Rh	yes	exact_match	DSNY-SEHE-60-Rh	1
DSNY-SEHE-60-Ro	DSNY	Ro	yes	exact_match	DSNY-SEHE-60-Ro	1
DSNY-SEHE-60-No	DSNY	No	yes	exact_match	DSNY-SEHE-60-No	1
GRSM-1-Rh	GRSM	Rh	yes	exact_match	GRSM-1-Rh	1
GRSM-1-Ro	GRSM	Ro	yes	exact_match	GRSM-1-Ro	1
GRSM-1-No	GRSM	No	yes	exact_match	GRSM-1-No	1
GRSM-3-Rh	GRSM	Rh	yes	exact_match	GRSM-3-Rh	1
GRSM-3-Ro	GRSM	Ro	yes	exact_match	GRSM-3-Ro	1
GRSM-4-2-No	GRSM	No	yes	exact_match	GRSM-4-2-No	1
GRSM-3-No	GRSM	No	yes	exact_match	GRSM-3-No	1
GRSM-4-2-Rh	GRSM	Rh	yes	exact_match	GRSM-4-2-Rh	1
GUAN-10-No	GUAN	No	yes	exact_match	GUAN-10-No	1
GRSM-4-2-Ro	GRSM	Ro	yes	exact_match	GRSM-4-2-Ro	1
GUAN-10-Rh	GUAN	Rh	yes	exact_match	GUAN-10-Rh	1
GUAN-10-Ro	GUAN	Ro	yes	exact_match	GUAN-10-Ro	1
GUAN-1-No	GUAN	No	yes	exact_match	GUAN-1-No	1
GUAN-1-Ro	GUAN	Ro	yes	exact_match	GUAN-1-Ro	1
GUAN-1-Rh	GUAN	Rh	yes	exact_match	GUAN-1-Rh	1
GUAN-2-Rh	GUAN	Rh	yes	exact_match	GUAN-2-Rh	1
GUAN-2-Ro	GUAN	Ro	yes	exact_match	GUAN-2-Ro	1
GUAN-2-No	GUAN	No	yes	exact_match	GUAN-2-No	1
GUAN-3-No	GUAN	No	yes	exact_match	GUAN-3-No	1
GUAN-3-Rh	GUAN	Rh	yes	exact_match	GUAN-3-Rh	1
GUAN-3-Ro	GUAN	Ro	yes	exact_match	GUAN-3-Ro	1
GUAN-4-Rh	GUAN	Rh	yes	exact_match	GUAN-4-Rh	1
GUAN-4-Ro	GUAN	Ro	yes	exact_match	GUAN-4-Ro	1
GUAN-4-No	GUAN	No	yes	exact_match	GUAN-4-No	1
GUAN-5-Rh	GUAN	Rh	yes	exact_match	GUAN-5-Rh	1
GUAN-5-Ro	GUAN	Ro	yes	exact_match	GUAN-5-Ro	1
GUAN-5-No	GUAN	No	yes	exact_match	GUAN-5-No	1
GUAN-6-3-No	GUAN	No	yes	exact_match	GUAN-6-3-No	1
GUAN-6-3-Rh	GUAN	Rh	yes	exact_match	GUAN-6-3-Rh	1
GUAN-6-3-Ro	GUAN	Ro	yes	exact_match	GUAN-6-3-Ro	1
GUAN-7-1-Rh	GUAN	Rh	yes	exact_match	GUAN-7-1-Rh	1
GUAN-7-1-Ro	GUAN	Ro	yes	exact_match	GUAN-7-1-Ro	1
GUAN-7-1-No	GUAN	No	yes	exact_match	GUAN-7-1-No	1
GUAN-8-Rh	GUAN	Rh	yes	exact_match	GUAN-8-Rh	1
GUAN-8-Ro	GUAN	Ro	yes	exact_match	GUAN-8-Ro	1
GUAN-9-1-No	GUAN	No	yes	exact_match	GUAN-9-1-No	1
GUAN-9-1-Rh	GUAN	Rh	yes	exact_match	GUAN-9-1-Rh	1
GUAN-9-1-Ro	GUAN	Ro	yes	exact_match	GUAN-9-1-Ro	1
GUAN-8-No	GUAN	No	yes	exact_match	GUAN-8-No	1
HARV-1-1-Rh	HARV	Rh	yes	exact_match	HARV-1-1-Rh	1
HARV-1-1-Ro	HARV	Ro	yes	exact_match	HARV-1-1-Ro	1
HARV-1-2-No	HARV	No	yes	exact_match	HARV-1-2-No	1
HARV-1-2-Rh	HARV	Rh	yes	exact_match	HARV-1-2-Rh	1
HARV-1-2-Ro	HARV	Ro	yes	exact_match	HARV-1-2-Ro	1
HARV-1-3-No	HARV	No	yes	exact_match	HARV-1-3-No	1
HARV-1-3-Rh	HARV	Rh	yes	exact_match	HARV-1-3-Rh	1
HARV-1-1-No	HARV	No	yes	exact_match	HARV-1-1-No	1
HARV-1-3-Ro	HARV	Ro	yes	exact_match	HARV-1-3-Ro	1
HARV-2-1-Rh	HARV	Rh	yes	exact_match	HARV-2-1-Rh	1
HARV-2-1-Ro	HARV	Ro	yes	exact_match	HARV-2-1-Ro	1
HARV-2-1-No	HARV	No	yes	exact_match	HARV-2-1-No	1
HARV-2-2-Rh	HARV	Rh	yes	exact_match	HARV-2-2-Rh	1
HARV-2-2-Ro	HARV	Ro	yes	exact_match	HARV-2-2-Ro	1
HARV-2-2-No	HARV	No	yes	exact_match	HARV-2-2-No	1
HARV-2-3-Rh	HARV	Rh	yes	exact_match	HARV-2-3-Rh	1
HARV-2-3-Ro	HARV	Ro	yes	exact_match	HARV-2-3-Ro	1
HARV-3-1-No	HARV	No	yes	exact_match	HARV-3-1-No	1
HARV-3-1-Rh	HARV	Rh	yes	exact_match	HARV-3-1-Rh	1
HARV-3-1-Ro	HARV	Ro	yes	exact_match	HARV-3-1-Ro	1
HARV-4-1-No	HARV	No	yes	exact_match	HARV-4-1-No	1
HARV-2-3-No	HARV	No	yes	exact_match	HARV-2-3-No	1
HARV-4-1-Ro	HARV	Ro	yes	exact_match	HARV-4-1-Ro	1
HARV-4-1-Rh	HARV	Rh	yes	exact_match	HARV-4-1-Rh	1
HEAL-10-1-Rh	HEAL	Rh	yes	exact_match	HEAL-10-1-Rh	1
HEAL-10-1-Ro	HEAL	Ro	yes	exact_match	HEAL-10-1-Ro	1
HEAL-10-1-No	HEAL	No	yes	exact_match	HEAL-10-1-No	1
HEAL-10-2-Rh	HEAL	Rh	yes	exact_match	HEAL-10-2-Rh	1
HEAL-10-2-Ro	HEAL	Ro	yes	exact_match	HEAL-10-2-Ro	1
HEAL-11-1-No	HEAL	No	yes	exact_match	HEAL-11-1-No	1
HEAL-11-1-Rh	HEAL	Rh	yes	exact_match	HEAL-11-1-Rh	1
HEAL-10-2-No	HEAL	No	yes	exact_match	HEAL-10-2-No	1
HEAL-11-1-Ro	HEAL	Ro	yes	exact_match	HEAL-11-1-Ro	1
HEAL-12-1-Rh	HEAL	Rh	yes	exact_match	HEAL-12-1-Rh	1
HEAL-12-1-Ro	HEAL	Ro	yes	exact_match	HEAL-12-1-Ro	1
HEAL-12-2-No	HEAL	No	yes	exact_match	HEAL-12-2-No	1
HEAL-12-1-No	HEAL	No	yes	exact_match	HEAL-12-1-No	1
HEAL-12-2-Ro	HEAL	Ro	yes	exact_match	HEAL-12-2-Ro	1
HEAL-12-2-Rh	HEAL	Rh	yes	exact_match	HEAL-12-2-Rh	1
HEAL-1-2-Rh	HEAL	Rh	yes	exact_match	HEAL-1-2-Rh	1
HEAL-1-2-Ro	HEAL	Ro	yes	exact_match	HEAL-1-2-Ro	1
HEAL-1-2-No	HEAL	No	yes	exact_match	HEAL-1-2-No	1
HEAL-13-1-Rh	HEAL	Rh	yes	exact_match	HEAL-13-1-Rh	1
HEAL-13-1-Ro	HEAL	Ro	yes	exact_match	HEAL-13-1-Ro	1
HEAL-13-1-No	HEAL	No	yes	exact_match	HEAL-13-1-No	1
HEAL-13-2-Rh	HEAL	Rh	yes	exact_match	HEAL-13-2-Rh	1
HEAL-13-2-Ro	HEAL	Ro	yes	exact_match	HEAL-13-2-Ro	1
HEAL-14-1-No	HEAL	No	yes	exact_match	HEAL-14-1-No	1
HEAL-13-2-No	HEAL	No	yes	exact_match	HEAL-13-2-No	1
HEAL-14-1-Ro	HEAL	Ro	yes	exact_match	HEAL-14-1-Ro	1
HEAL-14-1-Rh	HEAL	Rh	yes	exact_match	HEAL-14-1-Rh	1
HEAL-15-1-Rh	HEAL	Rh	yes	exact_match	HEAL-15-1-Rh	1
HEAL-15-1-Ro	HEAL	Ro	yes	exact_match	HEAL-15-1-Ro	1
HEAL-15-1-No	HEAL	No	yes	exact_match	HEAL-15-1-No	1
HEAL-15-2-Rh	HEAL	Rh	yes	exact_match	HEAL-15-2-Rh	1
HEAL-15-2-Ro	HEAL	Ro	yes	exact_match	HEAL-15-2-Ro	1
HEAL-15-2-No	HEAL	No	yes	exact_match	HEAL-15-2-No	1
HEAL-2-1-Rh	HEAL	Rh	yes	exact_match	HEAL-2-1-Rh	1
HEAL-2-1-Ro	HEAL	Ro	yes	exact_match	HEAL-2-1-Ro	1
HEAL-2-1-No	HEAL	No	yes	exact_match	HEAL-2-1-No	1
HEAL-3-1-Rh	HEAL	Rh	yes	exact_match	HEAL-3-1-Rh	1
HEAL-3-1-No	HEAL	No	yes	exact_match	HEAL-3-1-No	1
HEAL-3-1-Ro	HEAL	Ro	yes	exact_match	HEAL-3-1-Ro	1
HEAL-4-1-Rh	HEAL	Rh	yes	exact_match	HEAL-4-1-Rh	1
HEAL-4-1-Ro	HEAL	Ro	yes	exact_match	HEAL-4-1-Ro	1
HEAL-4-1-No	HEAL	No	yes	exact_match	HEAL-4-1-No	1
HEAL-4-2-Rh	HEAL	Rh	yes	exact_match	HEAL-4-2-Rh	1
HEAL-4-2-Ro	HEAL	Ro	yes	exact_match	HEAL-4-2-Ro	1
HEAL-4-2-No	HEAL	No	yes	exact_match	HEAL-4-2-No	1
HEAL-4-3-Rh	HEAL	Rh	yes	exact_match	HEAL-4-3-Rh	1
HEAL-4-3-Ro	HEAL	Ro	yes	exact_match	HEAL-4-3-Ro	1
HEAL-4-3-No	HEAL	No	yes	exact_match	HEAL-4-3-No	1
HEAL-5-1-No	HEAL	No	yes	exact_match	HEAL-5-1-No	1
HEAL-5-1-Rh	HEAL	Rh	yes	exact_match	HEAL-5-1-Rh	1
HEAL-5-1-Ro	HEAL	Ro	yes	exact_match	HEAL-5-1-Ro	1
HEAL-5-2-Rh	HEAL	Rh	yes	exact_match	HEAL-5-2-Rh	1
HEAL-5-2-Ro	HEAL	Ro	yes	exact_match	HEAL-5-2-Ro	1
HEAL-6-1-No	HEAL	No	yes	exact_match	HEAL-6-1-No	1
HEAL-6-1-Rh	HEAL	Rh	yes	exact_match	HEAL-6-1-Rh	1
HEAL-6-1-Ro	HEAL	Ro	yes	exact_match	HEAL-6-1-Ro	1
HEAL-5-2-No	HEAL	No	yes	exact_match	HEAL-5-2-No	1
HEAL-7-1-Rh	HEAL	Rh	yes	exact_match	HEAL-7-1-Rh	1
HEAL-7-1-Ro	HEAL	Ro	yes	exact_match	HEAL-7-1-Ro	1
HEAL-7-1-No	HEAL	No	yes	exact_match	HEAL-7-1-No	1
HEAL-8-1-No	HEAL	No	yes	exact_match	HEAL-8-1-No	1
HEAL-8-1-Ro	HEAL	Ro	yes	exact_match	HEAL-8-1-Ro	1
HEAL-8-1-Rh	HEAL	Rh	yes	exact_match	HEAL-8-1-Rh	1
HEAL-9-1-Rh	HEAL	Rh	yes	exact_match	HEAL-9-1-Rh	1
HEAL-9-1-Ro	HEAL	Ro	yes	exact_match	HEAL-9-1-Ro	1
HEAL-9-1-No	HEAL	No	yes	exact_match	HEAL-9-1-No	1
HEAL-9-2-Rh	HEAL	Rh	yes	exact_match	HEAL-9-2-Rh	1
HEAL-9-2-Ro	HEAL	Ro	yes	exact_match	HEAL-9-2-Ro	1
JERC-100-1-No	JERC	No	yes	exact_match	JERC-100-1-No	1
JERC-100-1-Rh	JERC	Rh	yes	exact_match	JERC-100-1-Rh	1
JERC-100-1-Ro	JERC	Ro	yes	exact_match	JERC-100-1-Ro	1
HEAL-9-2-No	HEAL	No	yes	exact_match	HEAL-9-2-No	1
JERC-102-1-Rh	JERC	Rh	yes	exact_match	JERC-102-1-Rh	1
JERC-102-1-Ro	JERC	Ro	yes	exact_match	JERC-102-1-Ro	1
JERC-102-1-No	JERC	No	yes	exact_match	JERC-102-1-No	1
JERC-10-3-Rh	JERC	Rh	yes	exact_match	JERC-10-3-Rh	1
JERC-10-3-No	JERC	No	yes	exact_match	JERC-10-3-No	1
JERC-106-1-Rh	JERC	Rh	yes	exact_match	JERC-106-1-Rh	1
JERC-106-1-No	JERC	No	yes	exact_match	JERC-106-1-No	1
JERC-107-1-No	JERC	No	yes	exact_match	JERC-107-1-No	1
JERC-107-1-Rh	JERC	Rh	yes	exact_match	JERC-107-1-Rh	1
JERC-107-1-Ro	JERC	Ro	yes	exact_match	JERC-107-1-Ro	1
JERC-109-1-Rh	JERC	Rh	yes	exact_match	JERC-109-1-Rh	1
JERC-109-1-No	JERC	No	yes	exact_match	JERC-109-1-No	1
JERC-110-4-Rh	JERC	Rh	yes	exact_match	JERC-110-4-Rh	1
JERC-110-4-Ro	JERC	Ro	yes	exact_match	JERC-110-4-Ro	1
JERC-111-3-No	JERC	No	yes	exact_match	JERC-111-3-No	1
JERC-111-3-Rh	JERC	Rh	yes	exact_match	JERC-111-3-Rh	1
JERC-110-4-No	JERC	No	yes	exact_match	JERC-110-4-No	1
JERC-11-1-Rh	JERC	Rh	yes	exact_match	JERC-11-1-Rh	1
JERC-11-1-Ro	JERC	Ro	yes	exact_match	JERC-11-1-Ro	1
JERC-112-1-No	JERC	No	yes	exact_match	JERC-112-1-No	1
JERC-112-1-Rh	JERC	Rh	yes	exact_match	JERC-112-1-Rh	1
JERC-113-3-No	JERC	No	yes	exact_match	JERC-113-3-No	1
JERC-113-3-Rh	JERC	Rh	yes	exact_match	JERC-113-3-Rh	1
JERC-114-3-No	JERC	No	yes	exact_match	JERC-114-3-No	1
JERC-114-3-Rh	JERC	Rh	yes	exact_match	JERC-114-3-Rh	1
JERC-119-No	JERC	No	yes	exact_match	JERC-119-No	1
JERC-119-Rh	JERC	Rh	yes	exact_match	JERC-119-Rh	1
JERC-119-Ro	JERC	Ro	yes	exact_match	JERC-119-Ro	1
JERC-120-No	JERC	No	yes	exact_match	JERC-120-No	1
JERC-120-Rh	JERC	Rh	yes	exact_match	JERC-120-Rh	1
JERC-120-Ro	JERC	Ro	yes	exact_match	JERC-120-Ro	1
