Sample ID,Domain,Species,Date finalized,Qubit average,Total DNA,NebNext protocol,Isotope reference name,Sample preservation,Type,Family,Site,Genus,Tribe,Plot simple,County,State,native,Lat,Long,Date (field collection)
OAES-2-1-No,D11,Medicago minima,6/25/24,2.38,114.24,Quarter,OAES-2,ethanol,nodule,Fabaceae,OAES,Medicago,Trifolieae,OAES_055_T,Washita,OK,no,35.41368,-99.05573,3/27/24
OAES-3-1-Rh,D11,Astragalus plattensis,6/25/24,0,0,Quarter,OAES-3,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_065_T,Washita,OK,yes,35.41314,-99.05573,3/27/24
OAES-3-1-Ro,D11,Astragalus plattensis,6/25/24,0.183,8.784,Quarter,OAES-3,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_065_T,Washita,OK,yes,35.41314,-99.05573,3/27/24
OAES-3-1-No,D11,Astragalus plattensis,6/25/24,1.715,82.32,Quarter,OAES-3,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_065_T,Washita,OK,yes,35.41314,-99.05573,3/27/24
OAES-4-1-Rh,D11,Astragalus nuttallianus var. nuttallianus,6/25/24,0,0,Quarter,OAES-4,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_042_T,Washita,OK,yes,35.40889,-99.05649,4/2/24
OAES-4-1-Ro,D11,Astragalus nuttallianus var. nuttallianus,6/25/24,0.4035,19.368,Quarter,OAES-4,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_042_T,Washita,OK,yes,35.40889,-99.05649,4/2/24
OAES-4-1-No,D11,Astragalus nuttallianus var. nuttallianus,6/25/24,0,0,Quarter,OAES-4,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_042_T,Washita,OK,yes,35.40889,-99.05649,4/2/24
OAES-5-Rh,D11,Dalea aurea,6/25/24,0.617,29.616,Quarter,OAES-5,ethanol,rhizosphere,Fabaceae,OAES,Dalea,Amorpheae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-5-Ro,D11,Dalea aurea,6/25/24,1.125,54,Quarter,OAES-5,ethanol,root,Fabaceae,OAES,Dalea,Amorpheae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-5-No,D11,Dalea aurea,6/25/24,0,0,Quarter,OAES-5,ethanol,nodule,Fabaceae,OAES,Dalea,Amorpheae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-6-1-Rh,D11,Astragalus nuttallianus var. austrinus,6/25/24,0.4705,22.584,Quarter,OAES-6,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-6-1-Ro,D11,Astragalus nuttallianus var. austrinus,6/25/24,0.655,31.44,Quarter,OAES-6,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-6-1-No,D11,Astragalus nuttallianus var. austrinus,6/25/24,32.4,1555.2,Half,OAES-6,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-7-1-Rh,D11,Astragalus nuttallianus var. nuttallianus,6/25/24,0,0,Quarter,OAES-7,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-7-1-Ro,D11,Astragalus nuttallianus var. nuttallianus,6/25/24,2.01,96.48,Quarter,OAES-7,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-7-1-No,D11,Astragalus nuttallianus var. nuttallianus,6/25/24,3.24,155.52,Quarter,OAES-7,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_043_T,Washita,OK,yes,35.40511,-99.05857,4/2/24
OAES-8-2-Rh,D11,Astragalus plattensis,6/25/24,0,0,Quarter,OAES-8,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.40431,-99.05922,4/2/24
OAES-8-2-Ro,D11,Astragalus plattensis,6/25/24,0.6885,33.048,Quarter,OAES-8,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.40431,-99.05922,4/2/24
OAES-8-2-No,D11,Astragalus plattensis,6/25/24,1.075,51.6,Quarter,OAES-8,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.40431,-99.05922,4/2/24
CLBJ-1-1-Rh,D11,Vicia sativa,7/9/24,1.255,60.24,Quarter,CLBJ-1,dry,rhizosphere,Fabaceae,CLBJ,Vicia,Fabeae,CLBJ_001_T,Wise,TX,no,33.23888,-97.34109,3/20/24
CLBJ-1-1-No,D11,Vicia sativa,7/9/24,48.65,2335.2,Half,CLBJ-1,dry,nodule,Fabaceae,CLBJ,Vicia,Fabeae,CLBJ_001_T,Wise,TX,no,33.23888,-97.34109,3/20/24
CLBJ-1-1-Ro,D11,Vicia sativa,7/9/24,1.305,62.64,Quarter,CLBJ-1,dry,root,Fabaceae,CLBJ,Vicia,Fabeae,CLBJ_001_T,Wise,TX,no,33.23888,-97.34109,3/20/24
CLBJ-2-Rh,D11,Dalea compacta,7/9/24,0,0,Quarter,CLBJ-2,dry,rhizosphere,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_001_T,Wise,TX,yes,33.23888,-97.34109,3/20/24
CLBJ-2-No,D11,Dalea compacta,7/9/24,0,0,Quarter,CLBJ-2,dry,nodule,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_001_T,Wise,TX,yes,33.23888,-97.34109,3/20/24
CLBJ-2-Ro,D11,Dalea compacta,7/9/24,0.1705,8.184,Quarter,CLBJ-2,dry,root,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_001_T,Wise,TX,yes,33.23888,-97.34109,3/20/24
CLBJ-3-1-Rh,D11,Vicia sativa,7/9/24,1.025,49.2,Quarter,CLBJ-3,dry,rhizosphere,Fabaceae,CLBJ,Vicia,Fabeae,CLBJ_036_R,Wise,TX,no,33.23844,-97.34788,3/20/24
CLBJ-3-1-No,D11,Vicia sativa,7/9/24,2.35,112.8,Quarter,CLBJ-3,dry,nodule,Fabaceae,CLBJ,Vicia,Fabeae,CLBJ_036_R,Wise,TX,no,33.23844,-97.34788,3/20/24
CLBJ-3-1-Ro,D11,Vicia sativa,7/9/24,0,0,Quarter,CLBJ-3,dry,root,Fabaceae,CLBJ,Vicia,Fabeae,CLBJ_036_R,Wise,TX,no,33.23844,-97.34788,3/20/24
CLBJ-4-1-Rh,D11,Dalea aurea,7/9/24,0,0,Quarter,CLBJ-4,dry,rhizosphere,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_036_R,Wise,TX,yes,33.32958,-97.58034,3/21/24
CLBJ-4-1-No,D11,Dalea aurea,7/9/24,1.845,88.56,Quarter,CLBJ-4,dry,nodule,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_036_R,Wise,TX,yes,33.32958,-97.58034,3/21/24
CLBJ-4-1-Ro,D11,Dalea aurea,7/9/24,0.17,8.16,Quarter,CLBJ-4,dry,root,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_036_R,Wise,TX,yes,33.32958,-97.58034,3/21/24
CLBJ-5-2-Rh,D11,Astragalus lotiflorus,7/9/24,1.28,61.44,Quarter,CLBJ-5,dry,rhizosphere,Fabaceae,CLBJ,Astragalus,Galegeae,CLBJ_036R,Wise,TX,yes,33.32951,-97.58059,3/21/24
CLBJ-5-2-No,D11,Astragalus lotiflorus,7/9/24,2.79,133.92,Quarter,CLBJ-5,dry,nodule,Fabaceae,CLBJ,Astragalus,Galegeae,CLBJ_036R,Wise,TX,yes,33.32951,-97.58059,3/21/24
CLBJ-5-2-Ro,D11,Astragalus lotiflorus,7/9/24,0.4915,23.592,Quarter,CLBJ-5,dry,root,Fabaceae,CLBJ,Astragalus,Galegeae,CLBJ_036R,Wise,TX,yes,33.32951,-97.58059,3/21/24
JERC-1-2-Rh,D03,Astragalus villosus,7/15/24,0.437,20.976,Quarter,JERC-ASVI-1,dry,rhizosphere,Fabaceae,JERC,Astragalus,Galegeae,JERC_030,Baker County,Georgia,yes,31.184164,-84.475005,20240319
JERC-1-2-No,D03,Astragalus villosus,7/15/24,0.084,4.032,Quarter,JERC-ASVI-1,dry,nodule,Fabaceae,JERC,Astragalus,Galegeae,JERC_030,Baker County,Georgia,yes,31.184164,-84.475005,20240319
JERC-1-2-Ro,D03,Astragalus villosus,7/15/24,0,0,Quarter,JERC-ASVI-1,dry,root,Fabaceae,JERC,Astragalus,Galegeae,JERC_030,Baker County,Georgia,yes,31.184164,-84.475005,20240319
JERC-2-1-Rh,D03,Vicia sativa,7/15/24,0.1035,4.968,Quarter,JERC-VISA-2,dry,rhizosphere,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-2-1-No,D03,Vicia sativa,7/15/24,3.865,185.52,Quarter,JERC-VISA-2,dry,nodule,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-2-1-Ro,D03,Vicia sativa,7/15/24,1.215,58.32,Quarter,JERC-VISA-2,dry,root,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-3-1-Rh,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-3,dry,rhizosphere,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-3-1-No,D03,Vicia sativa,7/15/24,14.6,700.8,Half,JERC-VISA-3,dry,nodule,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-3-1-Ro,D03,Vicia sativa,7/15/24,0.4855,23.304,Quarter,JERC-VISA-3,dry,root,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-4-1-Rh,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-4,dry,rhizosphere,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-4-1-No,D03,Vicia sativa,7/15/24,0.5195,24.936,Quarter,JERC-VISA-4,dry,nodule,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-4-1-Ro,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-4,dry,root,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-5-3-Rh,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-5,dry,rhizosphere,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189933,-84.4464909,20240320
JERC-5-3-No,D03,Vicia sativa,7/15/24,8.42,404.16,Half,JERC-VISA-5,dry,nodule,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189933,-84.4464909,20240320
JERC-5-3-Ro,D03,Vicia sativa,7/15/24,0.051,2.448,Quarter,JERC-VISA-5,dry,root,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189933,-84.4464909,20240320
JERC-6-3-Rh,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-6,dry,rhizosphere,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-6-3-No,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-6,dry,nodule,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-6-3-Ro,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-6,dry,root,Fabaceae,JERC,Vicia,Fabeae,JERC_012,Baker County,Georgia,no,31.189973,-84.446402,20240320
JERC-7-2-Rh,D03,Baptisia alba,7/15/24,0,0,Quarter,JERC-BAAL-7,dry,rhizosphere,Fabaceae,JERC,Baptisia,Sophoreae,JERC_008,Baker County,Georgia,yes,31.1859357,-84.4376644,20240327
JERC-7-2-No,D03,Baptisia alba,7/15/24,0.091,4.368,Quarter,JERC-BAAL-7,dry,nodule,Fabaceae,JERC,Baptisia,Sophoreae,JERC_008,Baker County,Georgia,yes,31.1859357,-84.4376644,20240327
JERC-7-2-Ro,D03,Baptisia alba,7/15/24,0,0,Quarter,JERC-BAAL-7,dry,root,Fabaceae,JERC,Baptisia,Sophoreae,JERC_008,Baker County,Georgia,yes,31.1859357,-84.4376644,20240327
JERC-8-2-Rh,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-8,dry,rhizosphere,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_004,Baker County,Georgia,yes,31.1932787,-84.4666015,20240327
JERC-8-2-No,D03,Ceanothus microphyllus,7/15/24,0.2285,10.968,Quarter,JERC-CEMI-8,dry,nodule,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_004,Baker County,Georgia,yes,31.1932787,-84.4666015,20240327
JERC-8-2-Ro,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-8,dry,root,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_004,Baker County,Georgia,yes,31.1932787,-84.4666015,20240327
JERC-10-3-Rh,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-10,dry,rhizosphere,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_055,Baker County,Georgia,yes,,,20240327
JERC-10-3-No,D03,Ceanothus microphyllus,7/15/24,0.1875,9,Quarter,JERC-CEMI-10,dry,nodule,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_055,Baker County,Georgia,yes,,,20240327
JERC-10-3-Ro,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-10,dry,root,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_055,Baker County,Georgia,yes,,,20240327
JERC-11-1-Rh,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-11,dry,rhizosphere,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_049,Baker County,Georgia,yes,,,20240327
JERC-11-1-No,D03,Ceanothus microphyllus,7/15/24,0.0995,4.776,Quarter,JERC-CEMI-11,dry,nodule,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_049,Baker County,Georgia,yes,,,20240327
JERC-11-1-Ro,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-11,dry,root,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_049,Baker County,Georgia,yes,,,20240327
JERC-12-1-Rh,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-12,dry,rhizosphere,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_049,Baker County,Georgia,yes,,,20240327
JERC-12-1-No,D03,Ceanothus microphyllus,7/15/24,0.054,2.592,Quarter,JERC-CEMI-12,dry,nodule,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_049,Baker County,Georgia,yes,,,20240327
JERC-12-1-Ro,D03,Ceanothus microphyllus,7/15/24,0,0,Quarter,JERC-CEMI-12,dry,root,Rhamnaceae,JERC,Ceanothus,actinorhizal,JERC_049,Baker County,Georgia,yes,,,20240327
JERC-13-3-Rh,D03,Vicia sativa,7/15/24,0,0,Quarter,JERC-VISA-13,dry,rhizosphere,Fabaceae,JERC,Vicia,Fabeae,JERC_066,Baker County,Georgia,no,,,20240327
JERC-13-3-No,D03,Vicia sativa,7/15/24,1.02,48.96,Quarter,JERC-VISA-13,dry,nodule,Fabaceae,JERC,Vicia,Fabeae,JERC_066,Baker County,Georgia,no,,,20240327
JERC-13-3-Ro,D03,Vicia sativa,7/15/24,5.625,270,Half,JERC-VISA-13,dry,root,Fabaceae,JERC,Vicia,Fabeae,JERC_066,Baker County,Georgia,no,,,20240327
OAES-9-1-Rh,D11,Astragalus missouriensis,7/9/24,0.505,24.24,Quarter,OAES-9,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.24131,-99.33629,4/2/24
OAES-9-1-Ro,D11,Astragalus missouriensis,7/9/24,9.68,464.64,Half,OAES-9,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.24131,-99.33629,4/2/24
OAES-9-1-No,D11,Astragalus missouriensis,7/9/24,0,0,Quarter,OAES-9,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.24131,-99.33629,4/2/24
OAES-10-1-Rh,D11,Astragalus lotiflorus,7/9/24,0,0,Quarter,OAES-10,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.24194,-99.33471,4/2/24
OAES-10-1-Ro,D11,Astragalus lotiflorus,7/9/24,0.065,3.12,Quarter,OAES-10,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.24194,-99.33471,4/2/24
OAES-10-1-No,D11,Astragalus lotiflorus,7/9/24,26.4,1267.2,Half,OAES-10,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_044_T,Washita,OK,yes,35.24194,-99.33471,4/2/24
OAES-11-1-Rh,D11,Astragalus latiflorus,7/9/24,0.2745,13.176,Quarter,OAES-11,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_001_R,Washita ,OK,yes,35.41269,-99.05826,4/3/24
OAES-11-1-Ro,D11,Astragalus latiflorus,7/9/24,1.03,49.44,Quarter,OAES-11,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_001_R,Washita ,OK,yes,35.41269,-99.05826,4/3/24
OAES-11-1-No,D11,Astragalus latiflorus,7/9/24,16.75,804,Half,OAES-11,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_001_R,Washita ,OK,yes,35.41269,-99.05826,4/3/24
OAES-12-2-Rh,D11,Astragalus missouriensis,7/9/24,0,0,Quarter,OAES-12,ethanol,rhizosphere,Fabaceae,OAES,Astragalus,Galegeae,OAES_001_R,Washita,OK,yes,35.41269,-99.05826,4/3/24
OAES-12-2-Ro,D11,Astragalus missouriensis,7/9/24,1.025,49.2,Quarter,OAES-12,ethanol,root,Fabaceae,OAES,Astragalus,Galegeae,OAES_001_R,Washita,OK,yes,35.41269,-99.05826,4/3/24
OAES-12-2-No,D11,Astragalus missouriensis,7/9/24,19.9,955.2,Half,OAES-12,ethanol,nodule,Fabaceae,OAES,Astragalus,Galegeae,OAES_001_R,Washita,OK,yes,35.41269,-99.05826,4/3/24
JERC-RHRE-18-2-No,D03,Rhynchosia reniformis,,,,Quarter,JERC-RHRE-18,,nodule,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_047,Baker County,Georgia,yes,,,20240528
OSBS-1-2-Rh,D03,Morella cerifera,8/14/24,1.0549,50.6352,Quarter,OSBS-MOCE-1,dry,rhizosphere,Myricaceae,OSBS,Morella,actinorhizal,OSBS_011,Putnam,FL,yes,,,20240424
OSBS-1-2-No,D03,Morella cerifera,8/14/24,0.695,33.36,Quarter,OSBS-MOCE-1,dry,nodule,Myricaceae,OSBS,Morella,actinorhizal,OSBS_011,Putnam,FL,yes,,,20240424
OSBS-1-2-Ro,D03,Morella cerifera,8/14/24,2.145,102.96,Quarter,OSBS-MOCE-1,dry,root,Myricaceae,OSBS,Morella,actinorhizal,OSBS_011,Putnam,FL,yes,,,20240424
OSBS-2-3-Rh,D03,Morella cerifera,8/14/24,3.3,158.4,Quarter,OSBS-MOCE-2,dry,rhizosphere,Myricaceae,OSBS,Morella,actinorhizal,OSBS_011,Putnam,FL,yes,,,20240424
OSBS-2-3-No,D03,Morella cerifera,8/14/24,7.39,354.72,Half,OSBS-MOCE-2,dry,nodule,Myricaceae,OSBS,Morella,actinorhizal,OSBS_011,Putnam,FL,yes,,,20240424
OSBS-2-3-Ro,D03,Morella cerifera,8/14/24,12.55,602.4,Half,OSBS-MOCE-2,dry,root,Myricaceae,OSBS,Morella,actinorhizal,OSBS_011,Putnam,FL,yes,,,20240424
OSBS-4-3-Rh,D03,Morella cerifera,8/14/24,0.291,13.968,Quarter,OSBS-MOCE-4,dry,rhizosphere,Myricaceae,OSBS,Morella,actinorhizal,OSBS_048,Putnam,FL,yes,,,20240424
OSBS-4-3-No,D03,Morella cerifera,8/14/24,9.745,467.76,Half,OSBS-MOCE-4,dry,nodule,Myricaceae,OSBS,Morella,actinorhizal,OSBS_048,Putnam,FL,yes,,,20240424
OSBS-4-3-Ro,D03,Morella cerifera,8/14/24,0,0,Quarter,OSBS-MOCE-4,dry,root,Myricaceae,OSBS,Morella,actinorhizal,OSBS_048,Putnam,FL,yes,,,20240424
OSBS-5-5-Rh,D03,Morella cerifera,8/14/24,3.29,157.92,Quarter,OSBS-MOCE-5,dry,rhizosphere,Myricaceae,OSBS,Morella,actinorhizal,OSBS_016,Putnam,FL,yes,,,20240424
OSBS-5-5-No,D03,Morella cerifera,8/14/24,11.3,542.4,Half,OSBS-MOCE-5,dry,nodule,Myricaceae,OSBS,Morella,actinorhizal,OSBS_016,Putnam,FL,yes,,,20240424
OSBS-5-5-Ro,D03,Morella cerifera,8/14/24,4.99,239.52,Quarter,OSBS-MOCE-5,dry,root,Myricaceae,OSBS,Morella,actinorhizal,OSBS_016,Putnam,FL,yes,,,20240424
OSBS-6-1-Rh,D03,Morella cerifera,8/14/24,0.264,12.672,Quarter,OSBS-MOCE-6,dry,rhizosphere,Myricaceae,OSBS,Morella,actinorhizal,OSBS_005,Putnam,FL,yes,,,20240424
OSBS-6-1-No,D03,Morella cerifera,8/14/24,0.1325,6.36,Quarter,OSBS-MOCE-6,dry,nodule,Myricaceae,OSBS,Morella,actinorhizal,OSBS_005,Putnam,FL,yes,,,20240424
OSBS-6-1-Ro,D03,Morella cerifera,8/14/24,0.6935,33.288,Quarter,OSBS-MOCE-6,dry,root,Myricaceae,OSBS,Morella,actinorhizal,OSBS_005,Putnam,FL,yes,,,20240424
OSBS-7-4-Rh,D03,Galactia elliottii,8/14/24,0.072,3.456,Quarter,OSBS-GAEL-7,dry,rhizosphere,Fabaceae,OSBS,Galactia,Diocleae,OSBS_016,Putnam,FL,yes,,,20240424
OSBS-7-4-No,D03,Galactia elliottii,8/14/24,2.22,106.56,Quarter,OSBS-GAEL-7,dry,nodule,Fabaceae,OSBS,Galactia,Diocleae,OSBS_016,Putnam,FL,yes,,,20240424
OSBS-7-4-Ro,D03,Galactia elliottii,8/14/24,0.0645,3.096,Quarter,OSBS-GAEL-7,dry,root,Fabaceae,OSBS,Galactia,Diocleae,OSBS_016,Putnam,FL,yes,,,20240424
OSBS-8-5-Rh,D03,Tephrosia virginiana,8/14/24,0.055,2.64,Quarter,OSBS-TEVI-8,dry,rhizosphere,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_029,Putnam,FL,yes,,,20240521
OSBS-8-5-No,D03,Tephrosia virginiana,8/14/24,0.0765,3.672,Quarter,OSBS-TEVI-8,dry,nodule,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_029,Putnam,FL,yes,,,20240521
OSBS-8-5-Ro,D03,Tephrosia virginiana,8/14/24,0.267,12.816,Quarter,OSBS-TEVI-8,dry,root,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_029,Putnam,FL,yes,,,20240521
OSBS-12-1-Rh,D03,Rhynchosia reniformis,8/14/24,0.1095,5.256,Quarter,OSBS-RHRE-12,dry,rhizosphere,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_036,Putnam,FL,yes,,,20240521
OSBS-12-1-No,D03,Rhynchosia reniformis,8/14/24,0.059,2.832,Quarter,OSBS-RHRE-12,dry,nodule,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_036,Putnam,FL,yes,,,20240521
OSBS-12-1-Ro,D03,Rhynchosia reniformis,8/14/24,5.595,268.56,Half,OSBS-RHRE-12,dry,root,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_036,Putnam,FL,yes,,,20240521
OSBS-14-3-Rh,D03,Tephrosia virginiana,8/19/24,0.062,2.976,Quarter,OSBS-TEVI-14,dry,rhizosphere,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_026,Putnam,FL,yes,,,20240521
OSBS-14-3-No,D03,Tephrosia virginiana,8/19/24,0.4795,23.016,Quarter,OSBS-TEVI-14,dry,nodule,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_026,Putnam,FL,yes,,,20240521
OSBS-14-3-Ro,D03,Tephrosia virginiana,8/19/24,0.558,26.784,Quarter,OSBS-TEVI-14,dry,root,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_026,Putnam,FL,yes,,,20240521
OSBS-18-5-Rh,D03,Tephrosia virginiana,8/19/24,0.206,9.888,Quarter,OSBS-TEVI-18,dry,rhizosphere,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_063,Putnam,FL,yes,,,20240521
OSBS-18-5-No,D03,Tephrosia virginiana,8/19/24,2.595,124.56,Quarter,OSBS-TEVI-18,dry,nodule,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_063,Putnam,FL,yes,,,20240521
OSBS-18-5-Ro,D03,Tephrosia virginiana,8/19/24,0.1345,6.456,Quarter,OSBS-TEVI-18,dry,root,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_063,Putnam,FL,yes,,,20240521
OSBS-20-1-Rh,D03,Rhynchosia cinerea,8/19/24,0.185,8.88,Quarter,OSBS-RHCI-20,dry,rhizosphere,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_063,Putnam,FL,yes,,,20240521
OSBS-20-1-No,D03,Rhynchosia cinerea,8/19/24,1.025,49.2,Quarter,OSBS-RHCI-20,dry,nodule,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_063,Putnam,FL,yes,,,20240521
OSBS-20-1-Ro,D03,Rhynchosia cinerea,8/19/24,0.0725,3.48,Quarter,OSBS-RHCI-20,dry,root,Fabaceae,OSBS,Rhynchosia,Phaseoleae,OSBS_063,Putnam,FL,yes,,,20240521
OSBS-21-2-Rh,D03,Crotalaria maritima,8/19/24,0,0,Quarter,OSBS-CRMA-21,dry,rhizosphere,Fabaceae,OSBS,Crotalaria,Crotalarieae,OSBS_004,Putnam,FL,yes,,,20240521
OSBS-21-2-No,D03,Crotalaria maritima,8/19/24,0.082,3.936,Quarter,OSBS-CRMA-21,dry,nodule,Fabaceae,OSBS,Crotalaria,Crotalarieae,OSBS_004,Putnam,FL,yes,,,20240521
OSBS-21-2-Ro,D03,Crotalaria maritima,8/19/24,0.119,5.712,Quarter,OSBS-CRMA-21,dry,root,Fabaceae,OSBS,Crotalaria,Crotalarieae,OSBS_004,Putnam,FL,yes,,,20240521
DSNY-4-1-Rh,D03,Morella cerifera,8/14/24,3.695,177.36,Quarter,DSNY-MOCE-4,dry,rhizosphere,Myricaceae,DSNY,Morella,actinorhizal,DSNY_043,Osceola,Florida,yes,"28.1232 N, -81.434871 W. WGS84.",,20240312
