sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
CLBJ-4-1-No	nifD.fa	1532	1301	84.9217	5835.7715	7601	231	15.0783	3	0.3913	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-4-1-Rh	nifD.fa	1532	1305	85.1828	234.1044	210	227	14.8172	121	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-4-1-Ro	nifD.fa	1532	1305	85.1828	3784.0392	4616	227	14.8172	1	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-42-1-No	nifD.fa	1532	1276	83.2898	744.4452	14	256	16.7102	22	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-42-1-Ro	nifD.fa	1532	1277	83.3551	164.0542	25	255	16.6449	63	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-43-2-No	nifD.fa	1532	1232	80.4178	312.9517	19	300	19.5822	76	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-43-2-Rh	nifD.fa	1532	1289	84.1384	233.1906	63	243	15.8616	80	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-43-2-Ro	nifD.fa	1532	1246	81.3316	201.3982	201	286	18.6684	52	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-44-1-Ro	nifD.fa	1532	1273	83.0940	23.7337	15	259	16.9060	81	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-45-2-Ro	nifD.fa	1532	1293	84.3995	30.8753	12	239	15.6005	22	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-46-1-Ro	nifD.fa	1532	1274	83.1593	394.5255	12	258	16.8407	5	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-47-1-Rh	nifD.fa	1532	1262	82.3760	422.8101	52	270	17.6240	37	0.4953	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-37-1-No	nifD.fa	1532	1273	83.0940	4200.9151	5081	259	16.9060	49	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-49-1-Ro	nifD.fa	1532	1302	84.9869	39.0163	21	230	15.0131	31	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-48-1-No	nifD.fa	1532	1225	79.9608	763.3610	64	307	20.0392	44	0.4820	20	10	5	0.2000	20	10	fail_high_N
CLBJ-50-3-No	nifD.fa	1532	1316	85.9008	1449.4510	1324	216	14.0992	87	0.4986	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-50-3-Rh	nifD.fa	1532	1313	85.7050	861.3486	682	219	14.2950	21	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-5-2-Rh	nifD.fa	1532	1297	84.6606	244.7970	228	235	15.3394	42	0.4932	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-5-2-Ro	nifD.fa	1532	1307	85.3133	72.9830	80	225	14.6867	31	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-6-3-No	nifD.fa	1532	1302	84.9869	429.6116	9	230	15.0131	17	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-7-1-Rh	nifD.fa	1532	1314	85.7702	78.3740	63	218	14.2298	132	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-7-1-Ro	nifD.fa	1532	1298	84.7258	45.4001	41	234	15.2742	64	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-8-1-No	nifD.fa	1532	1276	83.2898	34.6403	4	256	16.7102	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-8-1-Rh	nifD.fa	1532	1293	84.3995	69.0281	15	239	15.6005	31	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-8-1-Ro	nifD.fa	1532	1285	83.8773	13.5561	13	247	16.1227	49	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-9-1-No	nifD.fa	1532	1240	80.9399	119.3662	16	292	19.0601	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-9-1-Rh	nifD.fa	1532	1308	85.3786	149.7794	103	224	14.6214	21	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-9-1-Ro	nifD.fa	1532	1246	81.3316	14.4249	6	286	18.6684	17	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-1-No	nifD.fa	1532	1308	85.3786	2866.4184	3195	224	14.6214	12	0.3768	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
